source,time,person,location,organization,miscellaneous
factcheck,2007-08-27T00:00:00,scott morgan|bill richardson|john edwards|hillary clinton|dennis kucinich|lori robertson,iowa|cedar rapids|new mexico,getty images in|national cervical cancer coalition web|lance armstrong foundation|all cervical cancers|national cancer institute|hpv|national cervical cancer coalition|emi kolawole sources u.s. national institutes of health|world health organization â€™s fight against cancer|world health organization|vaccine protects against virus linked|united nations world health organization,secretariat
factcheck,2007-08-22T00:00:00,bill richardson|â€œ focused|employment|bill|richardson,iowa|utah|hours|nevada|wyoming|arizona|new hampshire|new mexico,brooks jackson sources â€œ kudlow & company|cnbc news transcripts|democratic national committee|new mexico department|bls household|aug.|total nonfarm employment growth rankings|new mexico department of labor|web|local area unemployment statistics|labor market report|labor|u.s. department of labor|bls|current employment statistics|kudlow & company|tv|â€œ candidates|recent trends|u.s. department|bureau of labor statistics|state & metro area|u.s. bureau of labor statistics,sun belt
factcheck,2007-08-20T00:00:00,somerville|jake|community survey|tapper|rudy giuliani|david dinkins|giuliani|mitt romney|edward koch|mayor giuliani|friends|rebecca|claiborne|lowell sun|chris rhatigan|simmonds|lori robertson|matt rhoades|rhatigan,iowa|immigration statistics|web|bettendorf|new york|new york city|massachusetts|cambridge|south carolina|new hampshire,"end illegal immigration|office of detention and removal|uscis|cap|homeland security , office of inspector general|border patrol|city|congressional research service|fox news channel|department of homeland security â€™s web|department of homeland security|criminal alien program|mitt romney blasts democratic frontrunners|associated press|nyc â€˜ sanctuary|economic credentials|detention|american community survey|removal of illegal aliens|immigration services|immigration service|aug.|native and foreign-born populations|fox & friends indeed|justin bank sources u.s. census bureau|dro|sanctuary charge giuliani â€™s|the role of state and local law enforcement|state troopers should have power|illegal immigrants|arrest illegal immigrants",mayor|census bureau|institutional removal program|english
factcheck,2007-08-09T00:00:00,update|james c. dobson|jess henig|paul cates|mike gravel|bill|logo channel|jenny tyree|dennis kucinich|bill clinton|brad luna|tyree,oregon|maine|columbia|california|new york|massachusetts|new hampshire|new mexico|new jersey|connecticut|rhode island|los angeles|vermont|hawaii,lori robertson update aug.|alliance defense fund|civil unions|gay & lesbian advocates & defenders|new hampshire general court|federal recognition the defense of marriage act|connecticut general assembly|family|focus|human rights campaign|american civil liberties union|pew research center|government accountability office|glad|massachusetts supreme judicial court|marriage|social security|act relating|child welfare league of america|act no.|human rights campaign foundation|lesbian gay bisexual transgender project|ira|gay|doma|mtv networks|vermont general assembly,christian|marriage act|pension protection act
factcheck,2007-08-06T00:00:00,j. scott|viveca novak|allie berkson sources|giuliani|king|stephanopoulos|john edwards|hillary clinton|emi kolawole|brooks jackson|tancredo|rudolph w. fec.gov|zinsmeister|sewell|karl|jessica henig|karl zinsmeister|matt rhodes|eric j.|justin bank|tom tancredo|rudy giuliani|joe miller|barack obama|george stephanopoulos|larry king live|mitt romney|joel|carolyn auwaerter|john mccain|seasonally adjusted|joel kotkin|lori robertson|kotkin,europe|los angeles county|calif.|decline|colorado|new york|arizona|germany|france|new york city|the president,former massachusetts|eurostat|american enterprise institute|irs|president â€™s advisory panel|internal revenue service|provide health care for undocumented immigrants|oecd employment|new york times|oecd|individual tax burden model|presidential committee|fox news channel|million new jobs within eu|federal tax reform|federal election commission|abc news|advisory panel|bureau of labor statistics|economic miracle Â  former massachusetts|european union|â€œ old and in the way|appeasing terrorists Â  former new york|eu|old and in the way|christian broadcasting network|health care|international business times|tax compliance|tax foundation|organisation for economic co-operation and development|cnn|total nonfarm employment|explore run for president|u.s. individual income tax|compliance cost|rand corporation research brief|fall|rand corp.|public spends little|labour market statistics â€“ summary|mitt â€™s misleading alibi|america still beckons|msnbc,american enterprise|rival|islamic
factcheck,2007-09-27T00:00:00,viveca novak|benjamin|korb|russert|dennis kucinich|barack|gravel|chris dodd|tim|brian katulis|tim russert|john edwards|katulis|jess henig|hillary clinton|emi kolawole|martin|brooks jackson|richardson|strategic redeployment|lawrence|bill richardson|caspar weinberger|biden|justin bank|brady e.|dennis|lawrence korb|joe miller|barack obama|ronald reagan|dodd|mike gravel|west siders|michael|kucinich|hamilton|joyce a.|george voinovich|lori robertson|sheryl gay|laughter|joseph biden,qaeda|illinois|delaware|baghdad|new york|lebanon|iraq|new hampshire|cleveland|new mexico|ohio|connecticut|bosnia|hanover|turkey|kuwait,past defeat|fetal alcohol spectrum disorders center|ohio historical society|brian|â€œ city council|centers|new york times|center|disease control and prevention|factual bobbles|motor vehicle traffic crash fatality counts|center for american progress|national vital statistics reports|cleveland plain dealer|estimates of people injured|special operations forces|violent extremists|centers for disease control|state department wins doublespeak award|personal quest shape|nbc news|progressive plan|national council of teachers of english|plain dealer|mayoral wall|national highway traffic safety administration|get cheaper electricity|physical effects of fetal alcohol spectrum disorders|dartmouth college|senator,struggle|american progress|western
factcheck,2007-09-21T00:00:00,randy haught|evelyne p.|cook|john sheils|peter r. orszag|john|genevieve m.|gruber|mike leavitt|jennifer|jess henig|orszag|fernandez|lewin|jonathan gruber|john dingell|bernadette ;|eliot spitzer|leavitt|lori robertson|sheils|allison ;,columbia|west virginia|alaska|georgia|pennsylvania|south dakota|pelletier|new york|massachusetts|new hampshire|new jersey|new mexico|center|missouri|connecticut|maryland|vermont|hawaii,oregon|justin bank update|wyoming|senate finance committee|north carolina|minnesota|eligible now|brooks jackson|florida|congressional budget office|virginia|arkansas|federal poverty level|iowa|state income ceiling|california|how will|the alliance for health reform|delaware|Â |mississippi|state of the union|rhode island|children â€™s health|nevada|nebraska|wisconsin|indiana|illinois|schip provisions|oklahoma|schip|urban institute|texas|alabama|health care tax deduction proposal|costs|congressional research service|kentucky|idaho|ohio|u.s. census bureau|montana|arizona|state children â€™s health insurance program|senate bills|children â€™s health insurance program reauthorization act|north dakota|medicaid services|maine|cbo|louisiana|secretary of health and human services|tennessee|colorado|mit|federal poverty levels|american heart association|south carolina|distributional impacts|medicaid|truth finally|michigan|effect|medicare protection act|utah|hhs|health reform|lewin group|kaiser family foundation the poor|kansas,census|uninsured
factcheck,2007-09-14T00:00:00,kessler|david petraeus|reed|viveca novak|hulse|farrell|sunni|glenn kessler|saul loeb|mid-year review|john melvin jones|peter and deyoung|james|jack reed|james l. jones|carl|jim jones|karen|mcclatchy newspapers|steven lee|living dangerously|stephen|petraeus,anbar|diyala|pacific|baghdad|baqubah|iraq|togo|rhode island|tonga|context the|capitol hill,u.s. news & world report|roll back â€˜ surge|level of violence|the central front of al qaeda|security|new york times|iraqi army|united press international|senate armed services committee|army|state department|all clear Â  the|yet iraq|commission report|bush tells nation|independent commission|bureau of near eastern affairs|lori robertson correction sept.|getty images the|united nations|petraeus-crocker report|national security council|sunnis|post|the post|status report|aug.|troop levels|bush says|reserve and national guard|iraqi security forces|united states department of state|american legion national convention|nato|washington post|international organization for migration|iraqi health ministry|success allows gradual troop cuts|flee since troop rise|the washington post|global campaign|state department â€™s â€œ iraq weekly status report|united stated congress,shiite|qaeda|sectarian|african|iraqis
factcheck,2007-09-12T00:00:00,bill richardson|amy ash|joe raedle|jess henig|bill richardson visits whitefield|martin|sarah|richardson|lori robertson sources nixon,iowa|mathematics literacy|elko|st. johnsbury|decorah|soviet union|new hampshire|new mexico|math|m.o.|nevada|pisa|problem solving|vermont,international mathematics report|univision|international outcomes of learning|formerly no.|international math|n.h. tour|national center for education statistics|international association|timss|science|department of education|emi kolawole|educational statistics|abc news|organization for economic co-operation and development|getty images the|national science foundation|evaluation of educational achievement|aug.|web|institute of education sciences|no.|science study|cnn|abc news debate|elko daily free press|decorah newspapers|national center|international science report,trends|numbers|u.s. perspective highlights
factcheck,2007-09-10T00:00:00,a. blecker|jorge ramos|viveca novak|thorpe|slate|daniel ;|maria elena salinas|dennis kucinich|ken thorpe|john edwards|jess henig|emi kolawole|luis|yahoo !|brooks jackson|kenneth e.|blecker|anthony|justin bank|joe biden|barack obama|joe miller|kucinich|william f.,center|serven|illinois|ohio|mexico|delaware|north carolina,"emory university|health insurance coverage|maloney|univision|block reform|â€œ tequila|department of health and human services â€™ national health expenditures accounts|new york times|nafta â€™s promise of jobs is still just|u.s. census bureau|congressional budget office|actuary , centers for medicare and medicaid services|u.s. department of health and human services|university of miami sept.|lori robertson sources office|the huffington post|caribbean countries|health reform proposal|north american free trade agreement|economic policy institute|robert a.|false profits|not just|nafta|national health expenditure accounts|without health insurance coverage|peso collapse|world bank|moderator missteps not|responsive politics",spanish|mexican|hispanic|latin american|tequila|english|hispanics
factcheck,2007-09-06T00:00:00,viveca novak|sam brownback|demetra|giuliani|stanley kurtz|fred thompson|jay leno|emi kolawole|thompson|mike huckabee|jessica henig|ron paul|duncan hunter|leno|justin bank|tom tancredo|smith nightingale|bill clinton|rudy giuliani|joe miller|kurtz|mitt romney|hunter|john mccain|brownback|lori robertson,durham|scandinavia|california|texas|colorado|tennessee|web|belgium|n.h.|new york|northern europe|massachusetts|netherlands|norway|san diego|arizona|long island|nordland|new york city|arno|kansas|arkansas,"removal of illegal aliens|independent budget office|nord-troendelag|statistics norway|the department of homeland security|joop garssen|city receive welfare|homeland security , office of inspector general|national review|urban institute|u.s. bureau of economic analysis|sources department|tax foundation|budget office|giuliani administration|welfare reform|department of homeland security|tax freedom day|spatial statistics , department of statistical analysis|statistics netherlands|associated press|many more get ssi|division of social|fox news-sponsored|law & order",european|norwegian|european economic area|tonight show
factcheck,2007-10-17T00:00:00,gilbert|daniel t.|kimberlee|baruch|eugene burnstein|innocent|yaacov schul|kim|john cottingham|patrick s. malone|rene|spinoza|aristotle|ruth|saddam hussein|george w. bush|descartes|peter kim|mayo|renÃ© descartes|john kerry|ruth mayo|weaver|daniel t. gilbert|trust violations|virginia tech|al gore|peter h.|gary wells|baruch de spinoza|kimberlee weaver|edwin curley|gary l. wells,world trade center|apology|web|vietnam|cambridge|iraq|comparison,not believe everything your read|post|the post|washington post â€™s factchecker|dispositional bias ?|repetitive voice can sound like|princeton university press|swift boat veterans|effectiveness of reticence|university of southern california|romin w. tafarodi|applied psychology|schema used|journal|washington post|hebrew university|cambridge university press|journal of experimental social psychology|journal of personality and social psychology|iowa state|e.f.|journal of applied psychology|successful negation may depend|big mac,cartesian|spinozan|dutch|wmds|french|internet
factcheck,2007-12-30T00:00:00,dennis kucinich|tough guy|studies|mitt malarkey|giuliani|john edwards|hillary clinton|brooks jackson|guard|senate republicans|mike huckabee|richardson|dingell|bill richardson|george h.w. bush|biden|frank verrastro|boast august|mitt missteps|bill clinton|joe biden|rudy giuliani|mitt romney|john mccain|john dingell|rudy|huckabee,iowa|diyala|baqubah|new york|massachusetts|iraq|new hampshire|new mexico|michigan|england|ohio|new york city|arkansas,inflated cop count|council of economic advisers|democratic hot air|impossible energy dream|bogus cancer stats|medicare democrats|tax hooey|mitt mauls history romney|not working|biden â€™s bogus labor boast|u.s. chamber of commerce|congressional budget office|center for strategic and international studies|national guard and reserve|national security program|health insurance|false ad about|bogus cancer statistic|treasury department|science richardson|truth about nyc|state police|children â€™s health|reserve|empty threat|false claims about children|city council|national guard|medicare hot air|bogus crime claim|mitt â€™s immigration malarkey|urban institute|internal revenue service|about offshoring an|maytag|veterans administration|iraqi exaggerations bush|state department|bush baloney|adoption deception republican|empty threat former|new york police department|joint committee|false cancer claim|social security|mitt â€™s meth miss yet|washington post|richardson flunks math|troop claim,tv|medicare|energy|lawsuit abuse|medicaid
factcheck,2007-12-21T00:00:00,katherine|karen|jessica henig sources davis|nadeem|michael a. walker|Â  shea,u.k.|canada|australia|germany|member states|new zealand,commonwealth|world health report|an international update|annex table|common concerns amid diverse systems|hospital waiting lists|united nations â€™ human development index|health care experiences in five countries|world health statistics|comparative performance of american health care|fraser institute|commonwealth fund|health affairs|world health organization|health system performance,world health organization life|canada-based|selected nations|canadian|canadians
factcheck,2007-12-20T00:00:00,antonin scalia|Â  printz|judge lawrence silberman|james c. mcreynolds|miller,columbia|d.c.|heller,amendment|justice|national firearms act|u.s. supreme court docket no.|second amendment|brooks jackson sources|u.s. court of appeals|supreme court|u.s. constitution|parker|d.c. circuit|bill of rights|u.s. supreme court|national guard,oklahoma-arkansas
factcheck,2008-01-31T00:00:00,clay|dell inc.|hearn|barack obama|stephen i. cohen|josephine hearn|cohen|brooks jackson|jew|steve cohen|william lacy clay|harold ford|josephine|caucus,new republic|missouri|illinois|tennessee,cbc â€™s|â€œ cbc|astrazeneca|congressional member organizations|congressional black caucus foundation|whites not allowed|anheuser-busch cos.|jewish world review|black caucus|cbc|unitedhealth group|fannie mae corp.|state farm insurance cos.|wal-mart stores inc.|coca-cola co.|congressional black caucus,african americans|american dream|african american|african|america â€™s|franking
factcheck,2008-01-31T00:00:00,dick powers|powers|viveca novak|deval patrick|rick klein|andrew sum|maliki|rebates huckabee|fee hikes|jess henig|brooks jackson|] maliki|mike huckabee|fiscal years|jacqui motroni|ron paul|robin roberts|d'angelo gore|ishwar khatiwada|mike stormes|brian m.|rudy giuliani|fiscal year|joe miller|ronald reagan|mitt romney|michael widmer|joseph mclaughlin|jane swift|paul|paulo tobar|john mccain|major strides|sheila palma|lori robertson|huckabee|swift,michigan|florida|calif.|texas|arizona|simi valley|new york|massachusetts|iraq|arkansas,budget|abc|homeland security|energy information administration|independent institute|heritage foundation|massachusetts institute|boston globe|commonwealth connector|other international programs|veterans affairs|fbi|but more pain ahead|massachusetts job creation romney|buck|abc news|reagan library|congressional budget office|air force one|massachusetts department of administration and finance|arkansas budget office|new commonwealth|shifting economy|gasoline price inflation romney|table|the heritage foundation|massinc|mtf|climate stewardship act|massachusetts taxpayers foundation|connector|budget claims huckabee|office of management|line item listing,heritage|mccain-lieberman
factcheck,2008-01-29T00:00:00,hsiang-ching kung|fruit salad|jimmy carter|% black|so many|george bush|bill clinton|joe miller|black,afghanistan|web|iraq|country|middle east,media & politicians|crs|defense|department of defense|final data|white|us armed forces|national vital statistics report|congressional research service|military operations casualties|active duty military personnel strengths|regional area|our mainstream print,politicians|nobel peace prize|european|american war|iraqi freedom|asian
factcheck,2008-01-29T00:00:00,randy haught|bush participates|viveca novak|robert gates|john|video teleconference|michael e.|steve ellis|fran townsend|gruber|summary bush|james l. jones|jones|george w.|jess henig|emi kolawole|shia|brooks jackson|jonathan gruber|fiscal years|robert m.|income percentile|ryan alexander|jonathan|jason h. campbell|hussein nabulsi|justin bank|bill clinton|gates|fiscal year|al-qadir al-mufriji|joe miller|townsend|leonard e.|coverage|press briefing|james l.|radio liberty|sherry a.|michael chertoff|mostafa mohammad najjar|dahlia k. remler|lori robertson|lewin group|petraeus|chertoff,arlington|iran|iraq index|europe|atlantic ocean|state|baghdad|iran bush|israel|lebanon|atlantic|holy land|iraq|pentagon|tehran|london|los angeles|middle east,no child left behind act|health insurance coverage|homeland security|hamas gets|defense department|u.s. congressional budget office|defense abd al-qadir al-mufriji|national intelligence council|massachusetts institute of technology|wages|center|executive order|health savings accounts|coordination of humanitarian affairs|urban institute and brookings institution|coordinator for counterterrorism|report|commonwealth fund|congressional budget office|bureau of labor statistics|president â€™s budgetary proposals|d'angelo gore sources tax policy center|federal tax change|health insurance|nuclear intentions|nation â€™s report card|iraqi security forces|president â€™s health insurance budget proposals|institute of education sciences|brookings institution|iran announces development of longer-range missile|table|no child left behind|earmarks bush|director of national intelligence|brigade combat commanders|national intelligence estimate|empty threat|hamas|budget|taxpayers for common sense|proposed standard deduction|policy priorities|tax policy center|congress troop drawdowns|health care tax deduction proposal|hezbollah|costs|iraqi army|hispanic|national intelligence council â€™s national intelligence estimate|coverage impact|meu|u.n. office|state department|general petraeus|state sponsors of terrorism|independent commission|u.s. department|associated press|taxpayers|defense robert m.|office|marine|defense|the new york times|tracking variables of reconstruction & security|nie|national assessment of educational progress|the pentagon|wages Â  bush|security forces|u.s. department of education|distributional impacts|common sense|reconstruction team leaders|naep|white house homeland security adviser|ch.|cbs news|u.s. department of defense|palestinian authority|marine expeditionary unit|hispanic fourth-,african-american|data explorer|british|iranian|congressional|child left behind act|iraqis|army|african american|african americans|concerned local citizens|union|brookings institution iraq
factcheck,2008-01-28T00:00:00,edmund f.|himmelstein|david himmelstein|david a.|bail out|one man|steffie woolhandler|mitt romney|hillary clinton|jess henig|david u.|john mccain|lori robertson,florida|web|detroit|massachusetts|florida republicans,progress|heritage foundation|department of administration and finance|health care alert|jan.|very good ' for whom|physicians for a national health program|massachusetts division of health care finance policy|new york times|state â€™s uninsured|commonwealth connector|massachusetts executive office of health and human services|sources massachusetts commonwealth connector|hyman|cato institute|the good|massachusetts taxpayers foundation|detroit economic club|gop|health reform|wall street journal|cato director of health policy michael f. cannon|florida gop,ugly|romney-backed|romney-related|bad|connector overview|internet
factcheck,2008-01-25T00:00:00,fox|viveca novak|health plan|russert|non-republicans â€“|giuliani|tim russert|jess henig|hillary clinton|brooks jackson|fairy tales|stephen|mike huckabee|ron paul|bruce bartlett|bruce|misrepresented|fox news|alan greenspan|demographic characteristics|rudy giuliani|stephen moore|joe miller|bartlett|mitt romney|jill|john mccain|moore|lori robertson|huckabee,sunshine state|wall street|new york|massachusetts|south carolina|new hampshire|boca raton|new york city,citizens against government waste|press|unveils health plan|national election pool exit poll|fairtax|ny|chicago tribune|census bureau|abc news|fairtax won|wsj|associated press|u.s. department|bureau of labor statistics|wall street journal|cbs|tribune|nbc news|census of population|local area unemployment statistics|cnn|labor|nbc|exits mccain|florida atlantic university|gop|and huckabee,reagan|american health choices plan|medicare|good morning america|medicaid
factcheck,2008-01-24T00:00:00,mitt romney|john edwards|jared bernstein|gallup|survey|chris baker|lori robertson|chris|baker,usa,washington times|the roper center|public views|kaiser family foundation|the washington times|economic policy institute|gallup organization|usa today|university of connecticut|national public radio|harvard school of public health|public opinion research|ipoll databank|u.s. census bureau|schip reauthorization|cbs news,census
factcheck,2008-01-24T00:00:00,james ball|barack h. obama|hillary rodham clinton|jeff|click|barack|mark drajem|voting studies|hillary clinton|elephant frankly|tom brokaw|bloomberg news|differences clear|murray|joe miller update|george bush|bill clinton|barack obama|ronald reagan|don â€™|nafta pact,senate votes|aren|wall street|iraq|south carolina,project vote smart|sources congressional quarterly|interest group ratings|new york times|the post â€˜|cafta|congressional quarterly|duck|u.s. chamber of commerce|associated press|democratic action|goes negative|china trade|obama radio|american conservative union|radio ad|vote|north american free trade agreement|cq voting studies|myrtle beach|cq|washington post|n.y.|ap|husband â€™s legacy|need no stinking context|fact checker|reno gazette-journal|central america free trade agreement|the washington post|tet|talks like,absurd|academy award
factcheck,2008-01-22T00:00:00,novak|bonnie grabenhofer|rezko|james ball|mike|barack|tim|jim|paul sarbanes|hillary clinton|mike mcintire|richard nixon|brooks jackson|wolf blitzer|christopher|drew|sarbanes|mark dayton|mark|bill clinton|joe miller|reagan|lori robertson clarification|senator obama|grabenhofer|bill|viveca novak|obama patron|remarks|beth|brokaw|Â  hernandez|christi parsons|john edwards|tim russert|raymond|tom|nathan|tom brokaw|justin bank|myrtle beach|barack obama|ronald reagan|sam walton|antoin rezko|nathan gonzales|michael|john mccain|dayton|gonzales|christopher drew,larissa|illinois|consumers|rates|new york|soviet union|rezmar|minnesota|new yorker|reno gazette-journal|illinois echo|d.c.|chicago|arkansas|s.c.,u.s. government accountability office|south carolina democrats|chicago sun-times|rothenberg political report|jan.|feb.|votes|reagan building|new york times|chicago tribune|part deux obama|friend until|not just â€˜ ayes|associated press|illinois national organization of women|random house|wall street journal|government accountability office|tribune|harvard law school|fees heightens need|reagan remarks|cnn|rose law firm|evil empire|democratic congress|only so far|more effective disclosures|â€˜ nays|gop|building dedication|clinton moved wal-mart board|gao|increased complexity|congressional black caucus,ever- ' present|borrowed time|social security|sixties|depression|wal-mart
factcheck,2008-02-29T00:00:00,william henry harrison ulysses|taft warren g. harding|dobbs|taylor|benjamin harrison|grant rutherford|joe miller|dem debate|harrison|michael|ulysses s. grant|michael dobbs|garfield benjamin harrison william mckinley william|wilson|hayes james|william henry harrison|george washington thomas jefferson james madison james monroe william henry harrison john tyler zachary taylor woodrow wilson you,wisconsin|michigan|indiana|minnesota|illinois|ohio|indiana territory|northwest territory|virginia,ohio public library information network|ohio secretary of state|u.s. house of representatives|buckeye state|fact checker|ohio defined|hampden-sydney college|university of pennsylvania|ohioans|washington post â€™s fact checker,army|day
